,SVM,DecTree,Percep,SGD,RandF,LogR,KNN,GauNB
2250,0,0,1,1,0,0,0,0
2251,0,0,1,1,0,0,0,0
2252,1,1,1,1,0,1,1,1
2253,1,0,1,0,0,1,0,0
2254,0,0,1,1,0,0,0,0
2255,0,0,1,1,0,0,0,0
2256,0,0,1,1,0,0,0,0
2257,1,0,1,1,0,1,0,0
2258,1,0,0,0,0,0,0,0
2259,1,0,1,0,0,0,0,1
2260,0,0,1,1,0,0,1,0
2261,1,0,1,0,0,0,0,0
2262,0,1,1,1,0,1,1,1
2263,1,0,1,1,0,0,0,0
2264,0,0,1,0,0,0,0,0
2265,0,1,1,0,0,1,1,1
2266,0,1,1,1,0,0,0,0
2267,1,1,1,0,1,1,1,1
2268,0,0,1,1,0,0,1,0
2269,0,0,0,1,0,0,0,0
2270,0,0,0,0,0,0,1,0
2271,0,1,0,1,0,0,0,0
2272,1,1,1,1,1,1,1,0
2273,1,1,1,0,0,1,1,1
2274,0,0,1,0,0,0,0,0
2275,0,1,1,1,1,1,0,0
2276,0,1,1,0,0,1,1,0
2277,1,1,0,0,0,0,1,0
2278,1,0,1,0,0,0,0,0
2279,0,0,0,0,0,0,0,0
2280,0,1,0,1,1,1,1,0
2281,0,1,1,0,1,1,1,0
2282,0,1,1,1,1,1,1,1
2283,0,0,0,1,0,0,0,0
2284,0,1,1,1,1,1,1,1
2285,0,1,1,0,1,1,1,1
2286,0,0,0,1,0,0,0,0
2287,0,1,1,1,0,0,0,0
2288,0,1,1,0,1,1,1,1
2289,0,1,1,0,1,1,1,1
2290,0,1,1,1,0,0,1,0
2291,0,1,0,0,0,1,1,0
2292,1,1,1,1,1,1,1,1
2293,0,0,0,0,0,0,0,0
2294,1,1,1,1,1,0,1,1
2295,1,1,1,0,1,1,1,1
2296,0,1,1,1,1,1,1,1
2297,0,0,1,1,0,0,0,0
2298,0,1,1,0,1,1,1,1
2299,0,1,1,0,1,1,0,1
2300,0,1,0,1,0,0,1,0
2301,1,1,1,0,1,1,1,1
2302,1,1,1,1,1,1,1,1
2303,0,0,1,0,1,1,0,1
2304,0,1,1,1,1,1,1,1
2305,0,1,1,1,1,0,1,1
2306,0,1,1,1,1,1,0,1
2307,0,1,1,0,1,1,1,1
2308,1,0,0,1,0,0,1,0
2309,0,1,1,1,1,1,1,0
2310,1,0,0,1,0,0,0,0
2311,0,0,1,1,0,1,1,1
2312,0,0,1,1,0,0,0,0
2313,0,1,1,1,0,0,1,0
2314,0,1,1,1,1,0,1,1
2315,1,1,1,1,1,1,1,1
2316,0,0,1,1,0,0,0,0
2317,1,1,1,1,1,1,1,1
2318,0,1,1,1,1,0,1,1
2319,0,1,1,1,1,1,1,1
2320,1,1,1,0,1,1,1,0
2321,0,0,1,1,0,0,0,0
2322,0,0,1,1,0,0,0,0
2323,0,0,0,1,0,0,0,0
2324,1,0,0,0,0,0,0,0
2325,0,0,1,0,0,0,1,0
2326,0,0,1,1,0,0,0,0
2327,0,0,1,0,0,0,0,0
2328,0,0,1,1,0,0,0,0
2329,1,1,1,1,1,1,1,1
2330,0,1,1,1,0,0,1,0
2331,0,0,1,1,0,0,0,0
2332,0,0,1,1,0,1,1,0
2333,0,0,1,1,0,0,0,0
2334,0,0,1,1,0,0,1,1
2335,0,0,1,0,0,0,0,0
2336,0,0,1,0,0,0,0,0
2337,0,0,1,0,0,0,0,0
2338,0,0,1,0,0,0,0,0
2339,0,1,1,0,1,1,1,1
2340,1,0,1,1,0,0,0,0
2341,1,1,1,0,1,1,1,1
2342,0,0,0,1,0,1,0,0
2343,0,1,1,1,1,1,1,1
2344,0,0,1,0,0,0,0,0
2345,0,0,1,0,0,0,0,0
2346,0,0,0,1,0,0,0,0
2347,1,0,1,1,0,0,0,0
2348,0,0,1,1,0,0,0,0
2349,0,0,1,1,0,1,1,0
2350,0,0,0,0,0,0,0,0
2351,0,0,1,0,0,1,1,0
2352,1,0,1,0,0,0,0,0
2353,0,0,1,0,0,0,0,0
2354,0,0,1,1,0,0,1,0
2355,1,0,1,1,0,0,0,0
2356,0,0,0,0,0,0,0,0
2357,0,0,1,0,1,1,0,1
2358,0,0,0,1,0,0,0,0
2359,0,0,1,1,0,0,1,0
2360,0,0,0,0,0,0,0,0
2361,1,0,0,0,0,0,1,0
2362,1,0,1,0,0,0,1,0
2363,0,0,0,1,0,0,0,0
2364,1,0,0,0,0,0,0,0
2365,1,0,1,1,0,0,0,1
2366,0,0,1,0,0,0,0,0
2367,1,1,0,1,1,1,1,1
2368,0,0,0,0,0,0,0,0
2369,1,0,1,1,0,0,0,0
2370,0,0,0,0,0,0,0,0
2371,0,0,1,1,0,0,1,0
2372,0,0,0,0,0,0,0,0
2373,0,0,0,0,0,0,0,0
2374,1,0,1,0,0,0,0,0
2375,1,1,1,1,1,1,1,1
2376,0,0,0,1,0,1,0,1
2377,0,0,0,1,0,0,0,0
2378,1,1,0,1,1,1,0,1
2379,1,1,1,0,1,1,1,1
2380,0,1,0,0,0,1,0,0
2381,1,1,1,1,0,0,0,0
2382,1,0,0,1,0,0,0,0
2383,0,1,1,0,1,1,1,1
2384,0,1,1,1,1,1,1,1
2385,1,0,0,1,0,1,0,0
2386,0,1,0,0,1,1,1,1
2387,0,0,1,1,0,1,1,1
2388,1,1,0,0,1,1,1,1
2389,1,1,0,1,0,0,1,1
2390,0,1,0,1,1,1,1,1
2391,1,1,1,0,1,1,1,1
2392,0,0,1,1,0,0,0,0
2393,0,0,0,1,0,0,0,0
2394,1,1,0,0,0,0,1,0
2395,0,0,0,1,0,0,1,1
2396,0,0,0,0,0,0,0,0
2397,0,1,0,1,1,1,0,1
2398,1,0,0,1,0,0,0,0
2399,0,0,1,0,0,1,1,0
2400,1,1,0,1,1,1,1,1
2401,1,0,0,1,0,1,0,0
2402,0,1,0,1,1,1,1,1
2403,1,0,0,0,0,0,0,1
2404,0,0,1,0,0,0,0,0
2405,0,0,0,1,0,0,0,0
2406,0,0,1,1,0,0,0,0
2407,1,1,1,0,1,1,0,0
2408,0,0,0,0,0,0,0,0
2409,0,0,1,0,0,0,1,0
2410,1,1,0,1,1,0,0,0
2411,0,0,1,0,0,0,1,1
2412,0,0,0,1,0,0,0,0
2413,0,0,0,0,0,0,0,0
2414,0,0,1,1,0,1,1,1
2415,0,1,0,1,0,0,1,1
2416,0,0,0,0,1,0,0,1
2417,1,0,0,1,0,0,0,0
2418,0,0,0,0,0,0,0,0
2419,0,0,1,0,0,0,0,0
2420,0,0,0,0,0,1,0,0
2421,0,0,1,1,0,0,0,0
2422,0,0,1,1,0,0,1,0
2423,0,0,0,1,0,0,0,0
2424,0,0,0,0,0,0,0,0
2425,0,0,0,1,0,0,0,0
2426,0,0,1,1,0,0,0,0
2427,1,0,0,0,1,1,1,1
2428,0,0,0,0,0,0,0,0
2429,0,0,0,1,1,1,0,1
2430,0,1,1,1,1,1,0,0
2431,0,0,0,1,0,0,0,0
2432,0,0,1,1,0,1,0,0
2433,0,0,0,0,0,0,0,0
2434,1,0,1,0,0,1,1,0
2435,0,0,0,1,0,0,0,0
2436,0,0,0,1,0,0,0,0
2437,0,0,1,0,0,1,0,0
2438,0,0,0,1,0,0,0,0
2439,1,0,0,0,1,1,0,1
2440,0,0,0,1,1,1,1,0
2441,0,0,1,1,1,1,0,0
2442,0,0,1,0,0,1,0,0
2443,1,1,0,0,0,0,0,1
2444,0,0,0,1,0,0,1,0
2445,0,0,1,0,0,0,0,0
2446,1,1,0,1,0,1,1,0
2447,0,1,0,1,0,0,1,0
2448,0,0,0,1,0,0,0,0
2449,0,0,0,1,0,0,0,0
2450,0,0,1,1,0,0,0,0
2451,0,0,0,1,0,0,0,0
2452,0,0,0,1,0,0,0,0
2453,1,1,1,1,0,0,1,1
2454,0,0,0,0,0,0,0,0
2455,0,0,0,1,0,0,0,0
2456,0,0,0,1,0,0,0,0
2457,1,0,0,1,1,1,0,1
2458,1,0,0,1,0,0,0,0
2459,0,0,1,0,0,0,0,0
2460,1,0,1,1,0,0,0,0
2461,0,0,1,1,0,0,0,0
2462,0,0,1,0,0,0,0,0
2463,0,0,1,0,0,0,1,0
2464,0,0,0,0,0,0,0,0
2465,1,0,0,1,0,0,0,1
2466,1,0,1,0,0,0,0,0
2467,0,0,0,0,0,0,0,0
2468,0,0,1,1,0,0,0,0
2469,0,1,1,1,1,0,1,0
2470,0,1,0,0,0,0,1,0
2471,0,0,1,1,0,0,0,0
2472,1,1,0,0,1,1,1,1
2473,0,0,0,1,0,0,0,0
2474,0,0,0,1,0,0,0,0
2475,0,0,0,0,0,0,0,0
2476,0,0,0,1,0,0,0,0
2477,0,0,0,0,0,0,1,0
2478,1,0,0,1,0,0,0,0
2479,0,0,0,1,0,0,1,0
2480,1,1,1,1,1,1,1,1
2481,0,1,1,0,0,0,1,0
2482,0,1,0,0,1,1,0,0
2483,0,1,0,0,1,1,1,0
2484,1,1,0,1,1,1,1,1
2485,0,1,1,0,1,1,1,0
2486,0,1,1,1,1,1,0,0
2487,0,0,0,1,0,0,0,0
2488,1,1,0,1,1,1,1,0
2489,1,0,0,0,0,0,0,0
2490,0,1,1,1,1,1,1,0
2491,0,1,0,0,1,1,1,0
2492,0,1,1,1,1,1,1,1
2493,0,0,1,1,0,0,0,0
2494,1,1,1,1,1,1,1,1
2495,0,1,1,1,1,1,1,0
2496,0,0,0,1,0,1,0,0
2497,1,1,1,0,1,1,1,0
2498,1,1,0,1,1,1,1,0
2499,0,1,0,1,1,0,0,0
2500,0,0,1,0,0,0,0,0
2501,0,0,1,1,0,0,0,1
2502,0,0,0,0,0,0,0,0
2503,0,1,1,1,1,1,1,1
2504,0,1,0,1,0,0,0,0
2505,0,0,1,1,0,0,0,0
2506,0,0,0,0,0,0,0,0
2507,1,1,1,1,0,0,1,0
2508,0,1,1,1,1,1,0,0
2509,0,1,1,1,1,1,1,0
2510,0,0,0,1,0,0,0,0
2511,0,0,0,1,0,0,0,0
2512,0,1,0,0,1,1,1,1
2513,0,1,0,1,0,0,1,0
2514,0,1,1,1,0,0,1,0
2515,0,0,0,1,0,0,1,1
2516,1,1,0,1,0,1,1,0
2517,1,1,0,1,1,1,1,1
2518,0,1,0,1,1,1,1,1
2519,0,1,1,1,1,1,1,1
2520,0,1,0,0,1,0,0,0
2521,0,1,0,1,1,1,1,1
2522,0,1,0,0,1,1,0,0
2523,0,1,0,1,1,1,1,1
2524,0,0,1,1,0,1,1,0
2525,0,0,1,1,0,0,0,0
2526,0,0,1,1,0,0,0,0
2527,0,1,0,1,1,1,1,1
2528,0,0,1,0,0,1,0,1
2529,0,0,0,1,0,0,0,0
2530,1,1,0,1,0,0,1,0
2531,0,0,1,0,0,0,0,0
2532,1,0,0,1,0,0,0,0
2533,0,0,1,1,0,0,0,0
2534,0,0,1,1,0,0,0,0
2535,1,0,0,0,0,1,0,1
2536,0,0,1,1,1,1,0,0
2537,0,0,0,0,0,0,0,0
2538,0,0,0,0,0,0,0,0
2539,0,0,0,0,0,0,0,0
2540,1,0,0,1,0,1,0,1
2541,1,1,1,1,1,1,1,1
2542,0,0,0,0,0,0,0,0
2543,1,0,1,0,0,1,0,0
2544,0,0,0,0,0,0,0,0
2545,1,0,0,1,1,0,0,0
2546,0,0,0,1,0,0,0,0
2547,1,0,1,0,0,0,1,1
2548,0,1,0,0,1,1,1,0
2549,0,0,0,1,0,0,0,0
2550,0,1,0,1,1,1,1,1
2551,1,0,0,1,1,1,1,1
2552,1,0,1,1,1,1,1,1
2553,0,0,1,1,0,0,0,0
2554,1,0,0,1,0,0,0,0
2555,0,0,0,1,1,1,0,0
2556,0,0,1,1,1,1,0,1
2557,0,0,0,0,0,0,1,0
2558,0,0,1,1,0,0,0,0
2559,0,0,1,0,0,0,0,0
2560,1,0,1,1,1,1,1,1
2561,0,0,0,0,0,1,0,1
2562,0,0,1,0,0,1,0,0
2563,0,0,0,0,0,0,0,0
2564,0,0,0,1,0,0,0,0
2565,0,0,1,1,1,0,0,1
2566,0,1,1,1,0,0,1,0
2567,0,0,1,1,0,0,0,0
2568,0,0,1,1,0,0,1,0
2569,0,0,0,0,0,0,0,0
2570,0,0,0,1,0,0,0,0
2571,1,0,1,0,0,0,0,0
2572,0,0,0,1,0,0,0,0
2573,0,0,0,0,0,0,0,0
2574,0,0,1,1,0,0,0,0
2575,0,1,0,0,1,0,1,0
2576,0,0,0,1,0,0,0,0
2577,0,0,0,1,0,0,0,0
2578,0,0,0,0,0,0,0,0
2579,0,0,1,1,0,0,1,1
2580,0,0,1,0,0,1,0,0
2581,1,1,0,0,0,1,1,1
2582,0,0,1,1,0,0,0,0
2583,1,1,0,0,1,1,1,1
2584,1,0,1,1,0,0,1,0
2585,0,0,1,1,0,0,0,0
2586,1,1,0,1,1,1,1,1
2587,0,1,1,0,1,1,0,0
2588,0,0,1,0,0,0,0,0
2589,1,1,1,0,0,0,1,0
2590,1,1,0,1,1,1,1,0
2591,0,0,0,0,0,0,1,0
2592,0,1,0,0,1,1,1,0
2593,0,1,0,1,1,1,0,0
2594,0,0,1,1,0,0,1,0
2595,1,0,1,1,0,1,1,0
2596,0,1,0,0,1,0,0,0
2597,1,1,1,1,1,1,1,0
2598,0,1,0,1,0,1,1,1
2599,0,1,1,0,1,1,0,0
2600,1,1,1,1,1,1,1,0
2601,1,0,1,1,0,0,0,0
2602,0,0,0,0,0,0,0,0
2603,0,0,1,1,0,0,1,0
2604,0,0,0,1,0,1,1,1
2605,1,1,0,1,1,1,1,0
2606,0,0,1,1,0,0,0,0
2607,0,0,0,1,0,0,0,0
2608,0,0,1,1,0,0,0,1
2609,0,0,1,1,0,0,0,0
2610,1,0,0,0,0,1,1,1
2611,1,1,0,1,1,1,1,0
2612,0,0,1,1,0,1,1,0
2613,1,0,0,1,0,0,0,0
2614,0,0,0,1,0,0,0,0
2615,0,1,0,1,1,0,1,1
2616,0,0,1,0,0,0,0,0
2617,0,0,0,0,0,0,0,0
2618,0,0,1,1,0,1,0,1
2619,0,0,0,1,0,0,0,0
2620,0,0,1,0,0,0,0,0
2621,0,0,0,1,0,0,0,0
2622,0,1,0,1,1,1,1,0
2623,0,1,1,1,0,1,1,1
2624,0,1,1,1,1,1,1,1
2625,1,0,1,0,0,0,0,0
2626,0,0,1,1,0,0,0,0
2627,0,0,0,0,0,0,0,0
2628,0,1,0,1,0,1,1,0
2629,0,0,1,0,0,0,1,0
2630,0,0,1,1,0,0,0,0
2631,0,0,1,0,0,0,0,0
2632,0,1,1,0,1,1,1,1
2633,0,0,0,1,0,0,0,0
2634,0,1,0,1,1,1,1,1
2635,0,1,1,1,1,1,1,0
2636,0,0,1,1,0,0,0,0
2637,0,1,0,0,1,1,0,0
2638,1,1,1,1,1,1,1,0
2639,0,0,0,1,0,0,0,0
2640,0,0,0,1,0,1,0,0
2641,1,1,0,1,0,0,1,0
2642,0,1,1,1,1,1,0,0
2643,1,1,1,0,1,1,1,0
2644,1,1,1,1,1,1,1,1
2645,1,0,1,1,0,1,1,0
2646,0,1,1,1,1,1,1,1
2647,1,1,1,1,1,1,1,1
2648,0,0,1,1,1,1,0,1
2649,1,0,1,0,0,1,1,0
2650,0,0,0,0,0,0,0,0
2651,0,0,0,0,1,1,0,0
2652,1,1,0,0,1,1,1,0
2653,0,0,1,1,1,0,0,0
2654,1,0,1,0,0,0,0,0
2655,0,1,1,1,1,1,1,1
2656,0,1,0,0,1,1,1,0
2657,0,1,0,1,0,0,1,0
2658,0,1,0,0,1,1,1,1
2659,1,1,0,0,1,1,1,0
2660,1,1,0,1,1,1,1,1
2661,0,1,1,1,1,1,1,0
2662,0,0,0,1,0,0,0,0
2663,1,1,0,1,1,1,1,1
2664,1,1,1,1,1,1,1,1
2665,0,0,0,1,0,0,0,0
2666,1,1,0,1,1,1,1,1
2667,0,0,0,1,0,0,0,0
2668,0,0,0,0,0,0,0,0
2669,0,1,1,1,1,1,1,1
2670,1,1,0,1,1,1,1,1
2671,1,0,0,1,0,1,0,0
2672,1,1,1,1,1,1,0,1
2673,0,1,1,0,1,1,1,0
2674,0,1,0,0,1,1,1,1
2675,0,0,0,1,0,0,0,0
2676,0,1,1,0,1,1,1,1
2677,0,0,1,1,0,1,1,0
2678,0,1,1,0,1,1,1,0
2679,0,1,0,0,1,1,1,0
2680,0,1,0,0,1,1,1,1
2681,1,1,1,1,1,1,1,1
2682,0,1,1,1,1,1,0,0
2683,0,0,0,1,0,0,0,0
2684,0,0,0,1,0,0,0,0
2685,0,1,1,1,0,1,1,1
2686,0,0,1,0,0,0,0,0
2687,0,0,0,1,0,0,0,0
2688,1,0,1,0,0,0,0,0
2689,0,0,0,1,0,0,0,0
2690,0,0,0,1,0,0,0,0
2691,1,0,1,1,0,0,0,1
2692,0,1,0,0,1,1,0,1
2693,0,0,0,1,0,0,0,0
2694,0,0,0,0,0,0,0,0
2695,1,0,0,1,0,0,0,0
2696,0,0,0,1,0,0,0,0
2697,1,0,1,0,0,0,0,0
2698,0,1,0,1,1,0,0,0
2699,0,0,1,1,0,0,0,0
2700,1,0,0,1,0,0,0,0
2701,0,0,1,1,0,0,0,0
2702,1,1,0,1,1,1,1,1
2703,1,0,0,1,0,0,0,0
2704,1,0,0,0,0,0,1,1
2705,0,0,0,1,0,0,0,0
2706,0,0,0,1,0,0,1,0
2707,0,0,0,1,0,0,0,0
2708,0,0,1,1,0,0,0,0
2709,1,0,0,0,0,0,0,0
2710,0,0,1,1,0,0,0,0
2711,0,0,1,1,0,1,0,0
2712,0,0,0,0,0,0,0,0
2713,0,0,0,0,0,0,0,0
2714,1,0,0,1,0,0,0,0
2715,1,0,1,0,0,0,0,0
2716,1,0,1,1,0,0,0,0
2717,1,1,0,1,1,0,1,0
2718,0,1,0,0,1,1,1,0
2719,0,1,1,1,1,1,1,1
2720,1,1,1,1,1,1,1,0
2721,0,0,1,0,0,0,1,0
2722,1,1,1,0,1,1,1,1
2723,1,1,1,0,1,1,1,1
2724,0,0,0,0,0,0,0,0
2725,0,1,1,1,1,1,1,1
2726,0,1,0,0,1,1,0,0
2727,1,1,0,0,1,1,1,1
2728,0,1,1,1,1,1,1,1
2729,0,1,0,1,1,1,1,0
2730,0,0,0,1,0,0,0,0
2731,1,1,0,0,1,0,1,0
2732,1,1,1,1,1,1,0,1
2733,0,1,1,0,1,1,1,1
2734,1,1,1,0,1,1,1,1
2735,0,1,0,1,1,1,1,1
2736,1,1,1,1,0,0,1,1
2737,1,0,1,1,0,0,1,1
2738,0,0,0,0,1,1,1,1
2739,0,1,0,1,0,0,1,0
2740,1,1,1,1,1,1,1,1
2741,1,1,0,1,1,1,1,1
2742,1,1,1,1,1,1,1,1
2743,1,0,1,1,0,0,0,0
2744,0,1,0,0,1,1,1,1
2745,1,1,0,1,1,0,1,1
2746,0,1,1,1,1,1,1,0
2747,0,1,1,1,0,1,1,0
2748,1,0,1,0,0,0,0,0
2749,0,1,0,1,1,1,1,1
2750,1,1,0,1,1,1,1,1
2751,0,1,1,0,1,1,1,1
2752,1,1,1,1,1,1,1,1
2753,1,1,0,0,1,1,0,1
2754,0,1,1,1,1,1,0,0
2755,0,0,0,1,0,0,0,0
2756,0,1,0,0,1,1,1,1
2757,1,1,0,0,1,1,0,0
2758,0,1,1,1,1,1,1,1
2759,1,1,0,1,1,1,1,0
2760,0,1,1,0,1,1,1,0
2761,1,1,1,1,1,0,1,0
2762,0,1,0,0,1,1,1,1
2763,0,1,1,1,1,1,1,1
2764,0,0,1,1,1,0,1,0
2765,0,0,1,1,0,0,0,0
2766,1,1,0,1,1,1,1,1
2767,0,1,0,0,1,1,1,0
2768,0,1,1,0,0,0,1,0
2769,1,1,1,0,1,1,1,0
2770,1,0,1,1,0,0,0,0
2771,1,1,1,1,1,1,1,0
2772,1,1,1,0,0,0,1,0
2773,0,0,0,0,0,0,0,0
2774,0,0,0,1,0,0,1,0
2775,0,0,0,0,0,1,1,0
2776,0,1,0,0,1,1,1,1
2777,1,1,0,1,1,1,1,0
2778,0,0,1,0,0,0,0,0
2779,0,1,0,1,1,1,1,1
2780,1,1,1,0,1,1,1,1
2781,0,1,1,0,1,1,1,1
2782,0,1,1,1,1,1,1,1
2783,1,1,1,1,1,1,1,1
2784,0,1,0,1,1,1,1,1
2785,0,1,1,1,1,1,1,1
2786,0,0,0,1,0,1,0,0
2787,0,0,1,1,0,0,0,0
2788,1,1,1,0,1,1,1,1
2789,0,1,1,1,1,1,1,1
2790,0,1,0,1,1,1,0,0
2791,0,1,1,0,1,1,0,0
2792,0,1,1,0,1,1,1,1
2793,1,1,1,1,1,1,1,1
2794,0,1,0,0,1,1,1,0
2795,1,1,1,1,1,1,1,1
2796,0,1,0,0,1,1,1,0
2797,0,1,1,1,1,1,1,1
2798,1,1,0,1,1,1,1,0
2799,1,1,1,1,1,1,1,1
2800,1,1,0,1,1,1,1,1
2801,0,1,1,1,1,1,1,1
2802,1,1,1,0,1,1,1,1
2803,1,0,1,1,1,1,0,0
2804,1,1,0,1,1,1,1,1
2805,0,0,0,1,1,1,0,0
2806,0,1,1,0,1,1,1,1
2807,1,1,0,1,0,0,1,0
2808,0,0,1,1,0,0,0,0
2809,1,1,0,1,1,1,1,0
2810,0,1,1,1,1,1,1,1
2811,1,1,1,1,1,1,0,1
2812,0,1,1,0,1,1,0,0
2813,0,1,0,1,1,1,1,1
2814,1,1,0,0,1,1,1,0
2815,0,1,0,1,1,1,1,1
2816,0,1,1,1,1,1,1,1
2817,0,1,0,1,1,1,1,0
2818,0,1,0,0,1,1,0,1
2819,0,1,1,0,1,1,0,0
2820,0,1,0,1,1,1,1,1
2821,1,1,1,1,1,1,1,1
2822,0,1,0,1,1,1,1,1
2823,0,0,0,0,0,0,0,0
2824,1,0,1,1,1,1,1,1
2825,0,1,1,1,1,1,0,1
2826,0,1,0,0,1,1,1,0
2827,0,1,1,0,1,1,1,0
2828,1,1,1,1,1,1,1,1
2829,1,1,1,0,1,1,1,1
2830,0,1,0,0,1,1,1,1
2831,1,1,1,0,1,1,1,1
2832,0,1,1,1,1,1,1,1
2833,1,1,0,0,1,1,1,1
2834,0,1,0,1,1,1,1,0
2835,1,1,1,1,1,1,1,0
2836,1,1,1,1,1,1,1,1
2837,0,1,1,1,1,1,1,1
2838,0,1,1,1,1,1,1,1
2839,1,1,0,1,1,1,1,1
2840,1,1,0,0,1,1,1,1
2841,1,1,1,0,1,0,1,1
2842,1,0,1,1,0,1,0,1
2843,0,0,1,0,0,0,0,0
2844,0,0,0,1,0,0,0,0
2845,0,0,1,1,0,0,0,0
2846,1,0,1,0,0,0,0,0
2847,1,1,1,1,1,1,1,1
2848,1,1,0,1,1,1,1,1
2849,0,0,0,1,1,0,0,1
2850,0,1,1,1,1,1,1,1
2851,1,1,1,1,1,1,1,1
2852,1,1,1,0,1,1,1,1
2853,1,0,0,1,0,1,0,0
2854,0,1,1,1,1,1,0,1
2855,1,0,0,1,0,0,0,0
2856,0,0,0,1,0,0,0,0
2857,1,1,0,1,1,1,0,0
2858,0,0,1,0,0,1,1,0
2859,1,0,1,0,0,1,0,0
2860,1,1,1,1,1,1,1,1
2861,0,0,0,1,0,0,0,0
2862,0,0,1,1,0,0,0,0
2863,1,1,1,1,1,1,0,0
2864,0,0,1,1,0,0,0,0
2865,0,1,0,1,1,1,1,1
2866,1,1,1,1,1,1,1,1
2867,0,0,0,1,0,1,0,0
2868,0,1,0,1,1,1,1,1
2869,1,1,0,0,1,1,1,1
2870,0,0,0,1,0,0,0,0
2871,1,0,1,1,0,1,0,1
2872,0,0,1,1,1,1,0,1
2873,0,1,0,0,1,1,1,1
2874,1,0,1,0,0,0,0,0
2875,1,1,0,0,1,1,0,1
2876,0,1,1,1,1,1,1,0
2877,0,0,0,0,0,0,0,0
2878,0,0,0,0,0,1,1,0
2879,0,1,0,0,1,1,1,1
2880,0,0,0,0,0,1,1,1
2881,1,0,0,0,0,0,0,0
2882,1,1,0,1,1,1,1,1
2883,1,1,0,0,1,1,1,1
2884,1,0,0,0,0,1,0,1
2885,0,0,0,1,0,0,0,0
2886,1,1,0,1,1,1,1,1
2887,1,0,0,0,0,0,0,0
2888,1,0,0,0,0,0,1,0
2889,0,1,0,0,1,1,1,1
2890,1,0,1,1,0,0,0,0
2891,1,0,0,1,0,1,0,0
2892,0,1,0,1,1,1,1,1
2893,1,1,0,0,1,1,1,1
2894,1,1,0,1,1,1,0,1
2895,0,0,0,1,0,0,0,1
2896,0,1,0,0,1,1,1,1
2897,0,0,0,0,0,0,0,0
2898,1,1,0,0,1,1,1,1
2899,1,0,0,1,0,1,0,1
2900,0,1,0,0,1,1,1,1
2901,1,0,1,1,1,0,0,1
2902,0,1,0,0,1,1,1,1
2903,0,0,0,1,0,0,0,0
2904,1,1,1,1,1,1,1,1
2905,1,0,1,0,1,1,0,1
2906,0,0,1,1,0,0,0,0
2907,1,1,0,0,1,1,1,1
2908,1,1,0,1,1,1,1,1
2909,0,0,0,0,0,0,0,1
2910,1,0,0,1,1,1,1,1
2911,0,1,1,1,1,1,0,0
2912,1,1,0,1,1,1,1,1
2913,0,1,0,1,1,1,1,1
2914,1,1,0,0,1,1,1,1
2915,0,1,1,1,1,1,1,1
2916,1,0,0,1,0,0,0,0
2917,0,0,0,1,0,0,0,0
2918,0,0,0,1,0,0,0,0
2919,0,0,0,1,0,0,0,0
2920,0,0,0,1,0,0,0,0
2921,0,0,0,1,0,0,0,1
2922,0,1,1,1,1,1,0,1
2923,0,0,1,0,0,0,0,0
2924,1,0,1,1,0,0,0,0
2925,1,0,1,0,0,0,0,0
2926,0,0,1,0,0,0,0,0
2927,0,0,0,0,0,0,0,0
2928,0,1,0,0,1,0,0,0
2929,0,0,1,1,0,0,0,0
2930,0,0,1,1,0,0,0,0
2931,0,0,0,1,0,0,0,0
2932,0,1,0,1,0,1,1,1
2933,1,0,0,1,0,0,0,0
2934,1,0,0,0,0,0,1,1
2935,0,0,1,0,0,0,0,0
2936,0,0,0,1,0,0,1,0
2937,0,0,0,1,0,0,0,0
2938,0,0,0,1,0,0,0,0
2939,1,0,0,0,0,0,0,0
2940,0,0,0,1,0,0,0,0
2941,1,0,1,0,0,1,0,0
2942,0,0,0,1,0,0,0,0
2943,0,0,0,1,0,0,0,0
2944,0,0,0,1,0,0,0,0
2945,0,0,0,1,0,0,0,0
2946,0,0,0,1,0,0,0,0
2947,0,1,1,0,1,0,1,0
2948,0,0,0,1,0,1,0,1
2949,0,0,0,0,0,0,0,0
2950,1,0,0,0,0,0,0,0
2951,0,0,0,1,0,0,0,0
2952,1,0,0,0,0,0,0,0
2953,0,1,1,1,1,1,1,1
2954,0,1,0,0,1,1,1,1
2955,1,0,0,1,1,1,0,1
2956,1,1,0,1,1,1,1,1
2957,0,1,1,1,1,1,1,1
2958,1,1,0,1,1,1,1,1
2959,1,0,0,1,0,1,0,0
2960,1,1,1,1,1,1,0,1
2961,0,0,0,1,0,1,0,0
2962,0,0,1,0,0,0,0,0
2963,1,1,1,0,1,1,0,0
2964,0,0,0,1,0,1,1,0
2965,0,0,0,0,0,1,0,0
2966,1,1,1,1,1,1,1,1
2967,0,0,0,0,0,0,0,0
2968,0,0,0,0,0,0,0,0
2969,0,1,0,1,1,1,0,0
2970,0,0,1,1,0,0,0,0
2971,1,1,0,0,1,1,1,1
2972,1,1,0,1,1,1,1,1
2973,1,0,1,1,0,1,0,0
2974,0,1,0,1,1,1,1,1
2975,0,1,0,1,1,1,1,1
2976,0,0,0,1,0,0,0,0
2977,1,0,0,1,0,1,0,1
2978,0,0,0,1,0,1,0,1
2979,1,1,0,0,1,1,1,1
2980,0,0,0,1,0,0,0,0
2981,1,1,0,1,1,1,0,1
2982,1,1,1,0,1,1,1,0
2983,0,0,0,1,0,0,0,0
2984,1,0,1,0,0,1,1,0
