MediaHistogramaR,MediaHistogramaG,MediaHistogramaB,ValorMedioR,ValorMedioG,ValorMedioB,DesvioPadraoR,DesvioPadraoG,DesvioPadraoB,VarianciaR,VarianciaG,VarianciaB,Status
4.44214E+15,1.3376E+16,2.21357E+16,129776041667,131497916667,128635416667,353166162639,928836904862,875866654139,124726338433,862737995833,767142395833,0
5.20309E+15,1.31407E+15,2.03276E+16,194807881773,170963054187,205032019704,504391311159,108545423286,13115445732,254410594773,117821089163,172014916749,1
7.30022E+15,1.62754E+15,2.34365E+15,231270901194,181101520087,23716558089,288492075352,13641458924,122914380681,832276775409,186089401574,151079449783,1
6.86029E+15,1.61684E+16,2.39801E+16,20215188172,180923387097,215632168459,49240956778,264771711087,244842337236,242467182442,701040589919,59947770103,1
5.89162E+15,1.3553E+16,2.25931E+15,186454054054,148057142857,192887258687,54744044765,205981207187,206296183672,299691043723,424282577143,425581153977,1
7.32346E+15,1.77497E+15,28730875,210074248927,176022746781,224491416309,456584547165,201805495327,186917530701,20846944871,407254579442,349381632833,1
4.16593E+15,1.64224E+15,2.75539E+16,934162861492,13604109589,134238584475,327460512855,16173643874,15942889975,107230387479,261586756164,254175740753,0
8.06521E+15,1.95458E+15,3296.7,196083989052,206670715019,211208518645,616433571681,429235612763,423351211357,379990348296,184243211264,179226248158,1
8.23139E+15,1.93618E+16,3.09155E+16,186226030928,161221391753,190053865979,545230556805,319556361609,362488285907,297276360074,102116268245,13139775742,1
582752427184466,1.55486E+15,2.28217E+15,199179624665,170048257373,214030160858,554124908526,177294628386,191294266583,307054414249,314333852547,365934964276,1
3.24144E+16,1.11898E+16,1.85636E+15,115271092669,148706777317,140647302905,49042517837,108049240478,104663893595,240516855579,116746383679,109545306224,0
2.99168E+16,1.36889E+15,2.26214E+16,837788819876,133649689441,123949068323,230763421376,676845043139,656308549237,532517566452,458119212422,430740911801,0
4.30634E+15,1.79341E+15,2.90189E+16,922942979767,13280472103,12978877989,352565941232,17040001782,173761142645,124302742917,29036166073,301929346934,1
3.75859E+16,1.82428E+15,2.77478E+16,851077823691,152095041322,132098484848,288349133159,156877014524,163037720584,831452225936,24610397686,265812983333,0
6.83593E+15,1.69456E+16,2.37395E+16,221227358136,184329575348,229729425028,410710672167,211944708885,209877230447,168683256232,449205596242,440484518602,1
7.28429E+15,9.95017E+15,222495625,191381210479,143229448961,345528455285,323869185395,994434560139,152138730016,104891249248,988900094399,231461931707,0
4.14071E+16,172573,2.67981E+16,94381275441,146787878788,141156490276,484305448806,187019504736,209956134808,234551767743,349762951515,440815785436,1
5.74738E+15,1.52002E+16,2.8052E+16,147780399274,137311554749,165068360557,532391520491,178032203528,195756309611,283440731091,31695465493,383205327526,1
3.39758E+16,1.50697E+16,2.54565E+15,879709090909,134797818182,130516363636,285458334659,103386256023,995105713891,814864608264,106887179345,990235381818,0
5.93057E+15,2.44605E+15,3.89729E+16,106171569382,165514554135,153672262436,333110613631,315158339167,317380789817,110962680913,993247787463,100730565745,1
56996,1.97682E+16,316585,11990415252,163809872029,152868111779,318937573622,199395977563,205870357178,101721175868,397587558684,423826039645,1
598994708994709,2.13473E+16,3.40818E+16,112201288245,152094873859,142324476651,269774763104,225156699305,226719152598,727784228077,506955392418,514015741546,0
8.68569E+15,1.80568E+15,279093661971831,209597294939,18830104712,232018324607,327911000197,23756848018,144313174394,10752562405,564387827749,208262923037,1
78643961352657,1.98966E+15,3.13886E+16,197274105127,17683876169,220031925185,476316655147,264039682261,228263966482,22687755597,697169538084,521044383941,1
7.22785E+15,1.62775E+15,2.46425E+15,221446881426,194920493489,233604523646,354801070185,127752055844,115194653094,125883799404,163205877724,132698081014,1
4.86341E+15,1.74495E+15,2.66563E+16,122505069708,174501901141,17152851711,488497765745,141443363022,190339938445,238630067138,20006224943,362292921673,1
7.72911E+15,1.63379E+16,2.37711E+16,22046255144,180357201646,24115308642,268412195465,102881532574,720947658243,720451066741,105846097449,519765525926,1
573192118226601,1.58058E+16,2.70365E+15,144658507463,158671641791,167154029851,429084597738,141861108236,165113605142,184113592016,201245740299,27262502603,1
3.7692E+16,1.45055E+15,2.26697E+15,104247363375,163585810163,145366251198,271317261875,922758402828,893664418024,736130565915,85148306999,798636092042,0
710995238095238,1.95928E+15,3.11326E+16,157028490028,167960520961,178474969475,523834209874,193107668686,264681444582,274402279434,372905717053,700562671062,1
5.04182E+15,1.74898E+15,2.89675E+15,113449727202,155644583009,14891543258,336462907591,174205679003,172332314116,113207288184,30347618597,296984264887,1
4.59327E+16,1.53719E+16,2.54645E+16,12421506155,141707458364,144334540188,299797074347,103018727093,107114118697,898782857871,106128581318,114734344243,0
6.6089E+15,1.2678E+15,2.39039E+15,19573776908,183411937378,231423679061,356948323826,180863970275,878284433977,127412105882,327117757436,771383546967,1
5.56416E+15,1.74249E+16,2.74941E+16,13000088968,157767348754,156274466192,365803848308,176572911949,189328699736,133812455437,31177993234,358453565436,1
8.89146E+15,2.20846E+16,3.46727E+16,205172839506,191390767579,220822195384,476414544636,513415154478,407339138911,22697081834,263595120848,165925174089,1
7.04139E+15,2.43856E+16,4.07771E+15,111333482944,149915439856,144143267504,334817135852,330423309474,360522667041,11210251446,109179563443,129976593451,1
6.9019E+15,1.25708E+16,2.35097E+16,208276965265,152015539305,226370201097,363121632354,169267738681,108812088876,131857319883,286515673583,118400706856,1
7.51383E+15,1.74714E+16,2.91719E+16,192303126656,174315845257,215129305776,388867924112,219703157834,165147523426,151218262403,482694775623,272737044939,1
5.16914E+15,1.92522E+15,3.03643E+16,110809278351,154387954422,143087086272,289038901844,180815298722,183842787329,835434867792,326941722518,337981704531,1
492395,1.59011E+15,2.51784E+15,134433405328,168872570194,166701943844,406090696406,137387934147,148880777965,164909653707,188754444492,221654860475,1
4.98951E+15,1.78227E+16,2.99226E+15,111518055556,15092,143740833333,315015115439,17481158314,180194927717,992345229552,305590896,32470211975,1
4.0249E+16,1.31962E+16,2.09973E+16,125067520373,143613504075,136625145518,288229326749,850092749853,835154654454,830761447984,722657683353,697483296857,0
7.98574E+15,1.73637E+16,2.66139E+16,204162417763,199182565789,233233552632,364024293228,197422970821,158331024822,13251368606,389758294079,250687134211,1
5.03519E+15,1.92097E+16,3.02632E+15,10648624325,152983543327,145339933145,282201039038,175596894812,178950904116,796374264339,308342694677,320234260838,1
5.86102E+15,2.22452E+16,3.58355E+16,109363028125,154115475158,145998884897,300866265262,274901880262,276167575757,905205095725,755710437715,762685298996,1
6.27475E+15,1.63677E+16,2.62053E+16,180397940075,196994382022,224881086142,33455038242,96532376242,925270716029,111923958377,931849966292,85612589794,1
6.19595E+15,1.84941E+16,3.16509E+16,127592788039,148030489592,150194077983,386769668392,186021956475,229379369612,149590776388,346041682908,526148952038,1
4.3895E+15,1.78258E+16,2.90455E+16,944043478261,154151086957,142539130435,266552789169,152805889832,143887031171,71050389414,233496399674,207034777391,1
7.27503E+15,1.74557E+16,2.61226E+16,193022928609,225540906722,236377279833,307582904099,122580526138,105690531714,946072428943,150259853882,11170488494,1
6.18253E+15,1.44561E+16,2.24221E+16,193091113611,19114735658,228190101237,400805659366,105708547256,92837647153,16064517658,111742969629,861882872891,1
7.4217E+15,1.84099E+15,3.05857E+16,163798364154,148332503556,163639758179,49662934539,255871727809,285325815079,246640706703,654703410917,814108207504,1
4.8518E+16,1.58729E+16,2.57303E+15,121469180132,156378216637,149588270497,322003951451,137436929793,13673188107,10368654475,188889096709,18695607301,1
5.0966E+15,1.82159E+16,281979702970297,119981684982,159701465201,14947985348,378332401489,184594402822,200637063215,143135406016,340750935531,402552311355,1
5.34513E+15,1.32831E+16,2.39193E+15,167750988142,150241106719,201311264822,502315512809,163625278303,147065119984,252320874408,267732316996,216281495158,1
2.55451E+16,1.33766E+16,2.22057E+16,764062111801,145431055901,126431055901,272498941577,830473011965,798803745361,742556731608,689685423602,638087423602,0
8.43195E+15,1.29175E+16,244298,235083137255,252321568627,250796078431,146000050349,351078562237,345362100399,21316014702,123256156863,119274980392,0
5.22942E+15,1.00114E+16,2.24514E+15,195958831341,965949535193,212320053121,489542665913,118652242323,104975705151,239652021749,140783546082,11019898672,1
2.97022E+15,1.2531E+16,2116296875,927254374159,133732166891,12832166891,279449080498,741026113718,730001452828,780917885912,549119701211,532902121131,0
4.40471E+16,1.54356E+15,2.52492E+16,109722155689,141005389222,129389221557,284069136419,115983315675,112602176089,806952742658,13452129515,126792500599,0
7.67054E+15,3.06454E+16,4.98269E+15,880353818473,142606639557,130545922559,26519659078,787185037468,770246044968,703292317615,619660283213,593278969789,1
3.18652E+15,1.3582E+16,2.09922E+15,100349619978,16209771987,146634093377,33411906672,119476659026,115262643101,111635550746,142746720521,132854768947,1
518953125,2.22341E+15,3.44612E+15,955333333333,140619281664,13047763075,273297973645,240155259153,237419076307,746917823987,576745484991,563678177946,0
3.57092E+15,1.40498E+16,2.32586E+15,982640364188,13534370258,12764339909,303382813725,105972793807,10382467903,920411316636,112302330273,107795639757,0
3.3345E+15,1.61162E+16,2.60853E+15,814717325228,152674164134,131165349544,280410894295,11865990696,114114023018,78630269639,140801735198,130220102492,0
6.82513E+15,1.75128E+16,2.70919E+15,166977477477,183866554054,186048986486,473276216602,162707817062,195662738869,223990377202,264738337331,382839073818,1
8.33535E+15,1813.5,2.49453E+15,222835286458,211026692708,240876302083,279588998888,969719498411,832825610435,781700082991,940355905599,693598497396,1
4.70769E+16,1.47304E+16,2.30956E+15,131066063978,15966620306,147422114047,3175011881,119191181615,121740822109,100807004445,142065377747,148208277677,1
5.95174E+15,1.2168E+16,2.14559E+15,220611866502,166184177998,228224969098,365574226344,115315374408,918826999834,133644514967,132976355748,844243055624,1
4.31005E+16,1.3049E+16,2.25021E+16,127404270463,134293238434,13759430605,375448332176,144776005808,140058943108,140961450134,209600918577,196165075445,0
4.79264E+16,1.3794E+16,2.25026E+15,142966507177,159607655502,158067942584,367939800016,111061565753,124618625256,135379696436,123346713876,155298017608,1
4.90702E+16,1.76988E+16,2.78755E+15,126459332943,172170275015,166233469865,349853636841,150058970074,157541672123,122397567211,225176944997,248193784552,1
7.84806E+15,1.47445E+16,2.55607E+16,219977118644,190999152542,229423728814,311540783059,120036536069,942998481225,970576595088,144087699915,889246135593,1
7.75455E+15,1.82566E+16,2.8365E+16,212552105106,16908330845,212622275306,449255784779,273810331378,277962680557,201830760157,749720975694,772632517826,1
5.35322E+15,1.16918E+16,1904078125,181634379263,155748976808,174855388813,497210227215,133038483595,152031992397,247218010047,176992381173,231137267121,1
6.06166E+15,2.08301E+16,3.3849E+16,127637378466,174341015484,170648541592,391473575968,1953746672,225203884882,153251560681,381712605834,507167897659,1
5.52459E+15,1.75992E+16,2.77254E+15,132719810576,156620363062,152273480663,33440702892,174736567131,171519021624,111828060991,305328678927,29418774779,0
4.08744E+16,1.50411E+16,2.36263E+15,113060422961,162965760322,156554884189,252930930993,805238372068,79521522798,639740558532,648408835851,632367258812,0
42535,1554.0,2.43061E+16,115675108091,164025941939,151306361952,325308340154,131537329699,132883634977,105825516174,173020691044,176580604447,0
6.67634E+15,1.67932E+15,2.69894E+16,180265680473,18214556213,191361538462,516170108048,183446455177,20955118945,266431580442,336526019172,4391170.1,1
6.98035E+15,1626.5,2.60065E+16,195426717557,193371755725,211672519084,425070848597,130814447022,15603129528,180685226327,171124195496,243457651069,1
7.36708E+15,1.88323E+16,3.12938E+15,163792784459,183378353377,186449583719,444072439495,177505000125,192311076244,197200331519,315080250694,369835500463,1
7.77936E+15,2.36382E+15,3.8773E+16,135101795164,155792985369,151325308706,340691682077,330780047854,357397693854,116070822237,109415440058,127733111572,1
5.91844E+15,1.45465E+15,2.11132E+16,19321886121,205925266904,224201067616,39163179019,131890398529,1340726877,153375459087,173950772242,179754855872,1
6.83773E+15,1.55551E+15,273149765258216,175287507131,14717398745,164848260125,475843688616,207117790975,227675155368,226427215996,428977793383,518359763719,1
7.18008E+15,1.45683E+16,2.18577E+16,223866916589,201743205248,236197750703,310684931603,918152295776,904572426399,96525126725,843003638238,818251274602,1
5.25762E+15,1.56227E+16,2.48975E+16,140994845361,161713917526,155091494845,333580810504,139565073689,139937164747,111276157137,194784097938,195824100773,1
774781990521327,1.87194E+16,2.95712E+16,203611095224,1797077495,214133257077,507221881869,28526880867,284461243445,257274037447,813782931999,80918199022,1
4.74907E+16,1.64573E+16,2.56483E+16,126730723606,163163107948,15306227758,372836721831,161060117513,162248588926,139007221146,259403614531,263246046085,1
5.95295E+15,1.25723E+16,2.06227E+16,231611473272,175481095176,237143415906,331917941791,981404848103,841962127563,110169520083,96315547588,70890022425,1
5.70584E+15,1.67912E+16,2.81112E+16,143815684537,17209791759,175199822774,425960788141,18955055685,194688286241,181442593034,359294136021,379035287993,1
4.94021E+16,1.39866E+15,2.22178E+15,158764207981,175182587666,191437726723,484139873629,132286636863,137702198346,234391417238,174997542926,189618954293,1
716.0,1.62483E+16,2.38254E+16,202535489668,224243486074,232453728661,302558251898,980119898418,922071508629,915414957914,960635015274,850215867026,1
5.7901E+15,1.90159E+16,2.93399E+15,136771609538,16058271237,155823770492,308770879312,137367049828,157750107558,953394559108,188697063785,248850964344,1
6.46789E+15,1.2671E+16,2118375,224174894217,189547249647,232919605078,306770408702,923048030785,786486120341,941080836554,852017667137,618560417489,1
8.76776E+15,2.04751E+16,2.96831E+16,220784874808,188031681145,230832141032,353187502571,259481137494,205339005468,124741411972,673304607154,421641071666,1
645.4,1.34611E+16,2.09435E+15,216307157058,190478131213,227940357853,381795497662,106914125301,113892160462,145767802035,114306301889,129714242147,1
4.56767E+16,1.29165E+16,2.10872E+15,148890570431,16150523865,16388242142,448681643209,115305798919,126301113398,201315216952,132954272643,159519712456,1
6.01465E+15,1.57386E+15,2.50898E+15,173493607955,199920454545,198421875,423684121192,150111328384,168250390973,179508234551,225334109091,283081940625,1
548578947368421,1.92891E+16,2.92423E+16,126011578947,165001754386,153097192982,302887543134,163347818817,170231667957,917408637858,266825099123,289788207754,0
4.87514E+15,1.40449E+16,2.22609E+15,144261726079,163893996248,161794559099,388578249697,127534898031,139098310861,150993056137,162651502158,193483400844,1
4.90681E+15,1.78089E+16,2.68903E+15,131783828383,178112211221,16603630363,331962365867,154522332008,159210100306,110199012352,238771510891,253478560396,1
68521,1.3493E+15,2.20341E+16,234971882641,182998777506,236168704156,255742925941,880602633869,729694949158,654044441688,775460998778,532454718826,1
7.20822E+15,1.61083E+16,2.37455E+16,201726760563,222487323944,236817605634,265249017083,117606920367,967442897467,703570410633,138313877183,935945759859,1
5.37197E+15,1.2305E+16,2.00913E+16,191767979452,166040239726,211360445205,553457541468,266075686765,194858647552,306315250208,707962710873,379698925257,1
5.77654E+15,1.23122E+15,2.04158E+16,200061371841,167921480144,209011732852,519288932282,18716084443,171978569812,269660995191,350291816877,295766284747,1
4.71694E+15,1.6943E+16,2.71965E+16,109703365033,154501097293,141141550841,266270156484,136588560894,13859842062,708997962342,186564349671,192095221982,1
5.75046E+15,1.35091E+16,2.32344E+15,171535240041,169071501532,182602655771,406038880457,119135426926,137919339945,164867572443,141932499489,190217443309,1
537469696969697,1.68088E+15,2.58903E+16,139854860186,174306924101,164033954727,40121738511,136857937585,153763365868,160975390115,187300950799,236431726831,1
4.88818E+15,1.61751E+16,2.48072E+15,126778382053,164159075459,152200543848,287442336315,119745428988,124661134263,826230967063,143389677634,155403983956,1
4.78427E+15,1.51997E+16,2.34057E+16,129991091314,155207869339,14459762435,28284821036,982457020223,104315095379,800031101036,965221796585,10881639124,1
5.66073E+15,1.8226E+16,2.76657E+15,1337657277,166088262911,160552112676,431440109386,174089270392,200537146571,186140567987,303070740657,402151471549,1
74104,1.52364E+16,2.48024E+15,216488995215,163399043062,212162679426,415491191812,221388192957,226233080892,172632930473,490127319809,5118140689,1
6.57898E+15,1.68836E+15,2.67081E+16,163212547323,171772850189,174478096268,410297381164,184956821909,199522113133,16834394099,342090259708,39809073629,1
798404958677686,1.62548E+16,2.61586E+16,210676555716,218813314038,239738060781,220543077298,119359450192,773499307047,486392489439,142466783502,598301178003,1
7.05065E+15,180334375,291779375,181997766611,185138470128,210672808487,391524528973,195084690824,170557739953,153291456788,380580365941,290899426577,1
8.97497E+15,1.95827E+16,3.27445E+15,206265241489,192982317234,211110055424,427974244406,240109929309,268569006158,183161953874,576527781525,721293110689,1
7.41821E+15,1.44549E+16,2.27038E+16,23436677116,164775862069,235754702194,256267265814,10595243728,982010296171,65672911528,112259189655,964344221787,1
6.3422E+15,1.6795E+16,3.03942E+15,146407560137,130603780069,151049140893,543665952423,295839249567,278835506578,295572667824,875208615842,777492397285,1
5.00448E+15,143066091954023,2.34878E+15,146044712991,149871903323,147880362538,305364988015,134054274214,125925704754,932477759057,17970548435,158572831178,0
7.65099E+15,1625696,2.28398E+15,237691247974,178723662885,242772285251,217710825834,838454989277,700569063088,473980036854,703006769044,490797012156,1
3.97652E+16,1.23404E+15,2.17583E+16,132436399217,143071428571,160864970646,438971106881,135248060456,139960043082,192695632676,182920378571,195888136595,1
3.95417E+15,1.27968E+16,209605,125474622771,150680384088,150137174211,315665035025,855925539689,801398953443,996444143376,732608529492,642240282579,0
5.05888E+15,1.47071E+16,2.38656E+16,14976124197,156996788009,15185117773,276999400304,753711476869,782759422623,767286677687,568080990364,612712313704,0
5.8723E+15,1.91362E+16,3.02618E+16,128417681159,158716811594,151836231884,305455949121,181384407404,19164473567,933033368536,329003032493,367277047101,1
5.17239E+15,1.54946E+16,2.15125E+15,165809573361,182890738814,186726326743,575556569248,114867990649,163376957492,331265364404,131946552758,266920302393,1
8.22476E+15,2.47166E+16,3.83069E+16,113639894991,136109003271,118503374075,134779153747,512194490234,421492677011,181654202847,262343195826,177656076774,0
4.54716E+15,1.72442E+16,2505.0,115880701754,130628070175,112121637427,120963883054,303630904744,325461748455,146322610034,921917263158,105925349708,0
1.26734E+15,2.12707E+16,3.77545E+15,245131578947,254310249307,244354570637,612954563079,520817065305,135857388157,375713296399,271250415512,184572299169,0
5.13799E+15,1.80193E+16,281975,114750388937,139683491789,117202247191,138570773684,120866102505,120743835072,192018593194,146086147347,145790737079,0
7.69674E+15,2.52385E+15,3.89901E+15,113570144029,138374757141,11764237544,16468474065,566881448906,491006034728,271210638029,321354577114,24108692614,0
3.58029E+15,1544.2,2.32766E+15,958534759358,169357219251,133995721925,187135149824,688742832101,701650898159,350195642998,47436668877,492313982888,0
4.03555E+16,1.57655E+16,2.50373E+16,104732625483,157177606178,129790540541,202677287201,662120321742,69123769233,41078082747,438403320463,477809547297,0
5.78354E+15,1.20701E+16,2.29136E+16,141860687023,115930025445,119641857506,214992823488,124674468228,859764715359,462219141513,15543723028,739195365776,0
4626875,1.58778E+16,2.34396E+15,129388700565,15888700565,127015819209,197173326202,72868422555,698771621155,388773205656,530980700565,488281778531,1
587074074074074,1.68777E+16,2.65199E+15,136648377125,160289799073,141132921175,201033460423,758982427562,106617594118,404144522096,576054325348,113673113756,1
5.91673E+15,9.6523E+15,2.26423E+16,174478908189,180583126551,169640198511,200570879237,584066998987,836907197704,402286775979,341134259305,700413657568,0
3.72621E+16,1.56923E+16,2470375,894982363316,14891313933,126478835979,219766690556,125936805123,111369923414,48297398278,158600788845,124032598413,0
1.05784E+15,2.39593E+16,4.10312E+15,239793565684,253926273458,24754691689,796794929528,630788795098,15315631854,634882159722,397894504021,234568579088,0
4.60716E+15,1.68355E+16,2.51674E+16,118023138833,158591549296,118572434608,16777885818,530652587871,494316988084,281497452522,281592169014,244349284708,0
6.29407E+15,1.19245E+16,2204215,220967801288,136024839006,190160073597,415605196326,230355775472,189580013377,172727679213,530637832935,359405814719,0
60409375,1.98085E+16,2767625,125695762176,158068943707,126339342188,180898499223,102797712536,101923347955,327242670213,105673697027,103883688583,0
6.87302E+15,1.55687E+16,2.62447E+16,152887545345,157470374849,135088673922,324733582251,15462639078,138270694355,105451899442,239093207255,191187849174,0
6.68831E+15,1.87128E+16,2.97135E+15,135632325142,154933837429,124253780718,140899075841,749189386764,801084714468,198525495728,56128473724,641736719754,0
7.94056E+15,1.93227E+16,3.14195E+16,149658825895,164091073583,148989746683,369801292765,295011147987,236409781462,136752996131,870315774367,558895847708,0
5.13211E+15,1.51608E+16,2.35798E+16,132193706294,130106293706,121834265734,20242158861,913288477622,780358713015,409744995354,834095843357,608959720979,0
7.92847E+15,2.65587E+16,3.69764E+16,127179979158,155655244284,12011147551,147355873086,310977397695,283177851598,217137533329,96706941877,801896956357,0
5.72213E+15,176270625,2.79417E+15,12731202046,158633844842,128084825234,229642370039,128211718369,114607422089,527356181169,164382447272,131348611978,0
5.60445E+15,1.94816E+16,2.94155E+15,107389884089,155511064278,113185985248,158984276909,105532295308,922927242211,252760003042,11137065353,851794694415,0
3.63848E+16,1.61889E+16,2.38307E+16,938612244898,168704081633,122589795918,190667764934,627032840985,59503873652,363541965848,393170183673,354071097959,0
4.34329E+16,1.56884E+16,2.64926E+16,111943437273,151069615664,142412617839,26401726987,888138118142,823605621915,697051187895,788789316896,67832622045,0
3.85567E+15,1.20297E+16,1.86189E+16,129015892421,161202933985,144745721271,383785799028,119864186184,115576602737,147291539535,143674231296,133579511002,0
4.67556E+16,1.30342E+16,2.00911E+16,146471922246,138965442765,137457883369,313734003314,819573605095,1118033925,984290248357,671700894168,124999985745,0
8.83766E+15,1.07786E+16,194386,236819888734,888873435327,15471488178,197325361809,445935194279,758765003816,389372984132,198858197497,575724331015,0
4.7182E+15,1.3862E+15,2.18097E+16,127916902738,153731822474,136481586402,216683449798,801760461474,935395312654,469517174165,642819837583,874964390935,0
7.80163E+15,1.67703E+16,2.7701E+15,167019308487,15949169286,152140996857,421316503719,168185332188,165945283964,177507596306,282863059632,275378372699,0
6.28058E+15,1.54521E+16,2.91907E+16,167619008264,167861983471,196204132231,306680354607,129541265674,107335202955,940528399016,167809395124,115208457934,1
7.7402E+15,2.39847E+15,4.07331E+16,121026567242,152633566905,116563720163,183370742438,259338729286,233856395975,336248291821,672565765077,546888139386,0
8.89202E+15,1.11296E+16,1.9293E+16,236340527578,918465227818,17425059952,217360526181,531066028944,100313490244,472455983415,282031127098,100627963249,0
4.17768E+15,1.68127E+16,2.53821E+15,107399869961,169883615085,14749479844,242981197126,98057236709,942349435394,59039862157,9615221671,888022458388,0
5.87091E+15,1.60507E+16,2906.0,145255263158,159109868421,190161842105,360947306066,154648267109,152894544927,130282957756,239160865197,233767418684,1
5.29712E+15,1.42503E+16,2.44532E+16,130179624665,126872207328,116110813226,110398132149,453976569492,540903188343,12187747582,206094725648,29257625916,0
5.91744E+15,163963,2.71795E+16,132566188198,1481523126,119842105263,150700122178,591579164857,519712167302,227105268245,349965908293,270100736842,0
4.36509E+16,1.33959E+16,2.00227E+16,133451020408,17237755102,140.9,364697337329,105886274187,966493766146,133004147855,112119030612,934110.2,0
6.45515E+15,1.98822E+16,3.09232E+16,130935377875,162882256298,117753012048,126296425988,894047744926,774319841453,159507872174,799321370208,599571216867,0
8.11987E+15,1.08036E+15,1.81932E+15,213606557377,241766848816,468986035216,379843467039,121940952297,243922079091,144281059452,14869595847,594979806679,0
7.00642E+15,2.07652E+15,3.03679E+16,131784385483,165396157365,118770356816,138877186188,100574966646,807724011456,192868728435,101153239158,652418078683,0
8.69283E+15,1.77076E+16,3.32349E+16,184552179657,14799339498,212639365918,381159414989,186101233229,171006948417,145282499635,346336690092,292433764069,1
4.96107E+15,2.03824E+16,2.74785E+15,101283165244,149982544608,114410395656,151714444492,771970345614,781497153799,230172726676,595938214507,610737801396,0
6.42101E+15,1.8383E+15,2.96451E+16,136786083956,155678550891,116943645773,1431965685,714332772556,578448335883,205052572301,510271309948,334602477286,0
5.74333E+15,2.00248E+16,30775625,122883592574,15247917712,111172102358,134614909212,651563800292,568874299728,181211737821,42453538585,323617968891,0
4.02775E+16,1.30654E+16,2.08861E+15,108265497076,171541520468,126548538012,190867742141,70112928624,756989917814,364304949899,491582276023,573033735673,0
5.89581E+15,1.95961E+15,294235625,118425550469,15811881404,125034445171,174684200748,150171709931,14476030387,30514569991,225515424635,209555455766,0
7.38519E+15,98695,1.81785E+16,22633040201,999748743719,106809045226,254183119671,41668452692,41739303989,646090583255,173625994975,174216949749,0
560625,1.72755E+16,2.89271E+15,132868852459,142923497268,125098360656,153467396475,631909354017,669867028645,235522417809,399309431694,448721836066,0
5.95841E+15,170689375,2.56509E+15,132385738832,153124570447,127349226804,225884820585,120171455619,135472177166,510239521705,144411787457,183527107861,0
4.00072E+16,1.53572E+15,2.23029E+16,114146143437,178914749662,15249255751,22365769095,633155296297,697887318316,500227627211,400885629229,487046709066,0
7.19734E+15,2.15654E+16,3.29787E+16,134227814297,168846138044,148541700904,405751591525,289316950029,260630361522,164634354025,83704297574,679281853472,0
6.67276E+15,9.41067E+15,1.69687E+16,1963370319,63080443828,152658807212,303471614781,120168520597,190426365469,920950209776,144404733426,362622006657,0
88506993006993,1.67706E+15,3.15598E+15,206621484814,149205849269,212415073116,353476090303,146157608737,145702837173,124945346416,213620465917,212293167604,1
420625,1.67328E+16,2.68486E+16,100205470738,155493638677,140512722646,222314426851,105320317906,944624129242,494237043862,110923693639,892314745547,0
7.0813E+15,1.9113E+16,3.27879E+16,129331494363,147309546654,118738306548,125816581976,137738232168,11606037157,158298123001,189718206009,134700098489,0
4.88571E+16,1.66835E+16,2.61929E+15,123064804469,173153631285,150477094972,33155014979,155752455884,141806225565,109925501826,24258827514,201090056089,0
6.63369E+15,1.32373E+16,2.36473E+16,196226229508,177773770492,178752459016,444375004153,21199923492,162089581486,197469144316,449436756066,262730324262,0
7.81821E+15,2.32334E+15,3.72971E+16,133379986591,150007039893,114007710359,121181022723,114151114945,955993538327,146848402682,130304770432,913923645324,0
3.31461E+16,1.3554E+15,2.18627E+16,963293124246,147541616405,140770808203,21468160218,637890127086,662385426741,460881903146,406903814234,438754453559,0
6.90259E+15,211335,3.33081E+16,134670384502,153197338812,124189120438,141714332424,165966351036,158253575953,200829520144,275448296762,250441943019,0
4.75434E+16,1.53097E+16,2.17676E+15,146301111111,196736666667,166281111111,357993388966,11901422562,106673421192,128159266543,141643859,113792187889,0
5.46106E+15,1.76106E+15,2.62862E+16,130352620087,164493995633,128644104803,127288270861,672105597322,713132495636,162023038987,451725933952,508557956332,0
8.58588E+15,1.49308E+16,2.98883E+16,213951456311,118357281553,214077022654,339772564253,117252240089,149024354865,115445395419,137480878058,22208258343,1
1.02046E+16,2.67948E+16,3.84363E+16,149661347291,149594706158,12618477382,178932022852,280938818632,281988788998,320166688018,789266198145,795176771207,1
1.07036E+16,1.17757E+16,2.66639E+15,245055489965,75119244392,237682408501,961357216347,496806759532,566839984375,924207697422,246816956316,321307567887,1
3.39514E+16,1.83896E+16,285844,730483551328,143296868807,123097106619,23821523096,131046962775,123402804218,567464962613,171733064526,152282520888,0
8.27548E+15,14477625,2.72998E+16,229052631579,13132183908,230069570478,273788639391,115458944288,117342703199,749602190594,133307678161,13769309994,1
7.51504E+15,1.68035E+16,2.77865E+16,161300595238,137064880952,150055357143,264422686446,913815040353,138323962197,699193571074,835057927976,191335185179,1
909319587628866,1.34638E+15,2.43846E+15,210293396226,126768867925,156925471698,204941260285,902420286032,985319802026,420009201673,814362372642,970855112264,0
1.09866E+15,1361875,2709.1,231825722983,817054794521,185617199391,168463621211,855967885232,120994481333,283799916715,732681020548,146396645129,1
4.03919E+15,1.88896E+16,3.08419E+16,859672441798,139059285328,125053059015,255551095981,15939165651,152206425634,653063626569,254057001651,231667960043,0
1.05549E+16,1.33575E+16,2.53309E+15,231317805383,111892339545,177357142857,163223682005,666600932577,107043532533,266419703672,444356803313,114583178571,0
780531914893617,1.52706E+16,2373.0,19409502551,142975127551,143741071429,27054376947,992760812066,116726298451,731939311989,985574029974,1362502875,0
